"Category","Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
"Opilio spawner",2015,1,1,2604864.12620667,0.165189746281916,323005.312173685
"Opilio spawner",2016,1,1,1845310.61182156,0.18611460512621,252755.043673896
"Opilio spawner",2017,1,1,4563564.16593886,0.183053176075559,630684.255088318
"small cod",1982,1,1,61399.3865304051,0.154656825132529,8339.06375991684
"small cod",1983,1,1,420536.068314952,0.137428859089436,53352.6960620244
"small cod",1984,1,1,47815.7334664961,0.141740517765096,5925.97551222626
"small cod",1985,1,1,254971.838181876,0.120723367899643,28248.8291753727
"small cod",1986,1,1,195466.783244571,0.124879868731356,22295.8159508819
"small cod",1987,1,1,71704.7964037651,0.137309643654893,8863.77551657745
"small cod",1988,1,1,26362.4019661173,0.158021785280994,3673.08106177277
"small cod",1989,1,1,30948.2408412533,0.193855204374235,5167.54064581193
"small cod",1990,1,1,171005.28582375,0.105013873265485,16367.8259169521
"small cod",1991,1,1,155626.543344352,0.137905344638837,19526.0076369245
"small cod",1992,1,1,165704.542812765,0.129695412085894,19390.7328783042
"small cod",1993,1,1,259656.187671312,0.10448019074511,24891.913844288
"small cod",1994,1,1,134077.912386503,0.110959766882772,13549.8548682401
"small cod",1995,1,1,79479.9245646651,0.118542362582809,8540.25301257792
"small cod",1996,1,1,56434.246129029,0.135058628482175,6837.83795576545
"small cod",1997,1,1,199192.912466167,0.0999148816470802,18253.1457950236
"small cod",1998,1,1,76577.1863575123,0.13882807647872,9555.81121827161
"small cod",1999,1,1,110005.040495176,0.135802370883736,13481.1676240508
"small cod",2000,1,1,232894.02861086,0.107956491733902,23040.7320619038
"small cod",2001,1,1,429544.259603094,0.10216283644029,40039.8276221194
"small cod",2002,1,1,90728.3949218504,0.115137710829985,9458.31675696299
"small cod",2003,1,1,161403.672800002,0.108423430640656,15913.2976513629
"small cod",2004,1,1,131056.638184735,0.110791152494737,13236.1815340047
"small cod",2005,1,1,145483.337181663,0.11896247310579,15699.4553282353
"small cod",2006,1,1,294428.848250971,0.0901765749572817,24373.6326179299
"small cod",2007,1,1,637342.161882286,0.0914342330307255,53483.2577671207
"small cod",2008,1,1,321631.62634275,0.110204809403692,32245.3794875674
"small cod",2009,1,1,891130.34990606,0.0874644580497384,71273.6843176885
"small cod",2010,1,1,118818.667278038,0.141366024084862,15194.8665700565
"small cod",2011,1,1,490561.337950084,0.0963130260794834,43142.4168125665
"small cod",2012,1,1,1295456.25691829,0.121240130167014,143912.175717805
"small cod",2013,1,1,271318.044206074,0.112783460326955,27898.2215569069
"small cod",2014,1,1,904831.486101945,0.129940356932907,107867.61671866
"small cod",2015,1,1,83501.1718832351,0.156560865192345,11851.5554223164
"small cod",2016,1,1,98322.6776946759,0.170094312433675,15078.5059244825
"small cod",2017,1,1,78654.9245265337,0.148664303185331,10484.0029015421
"medium cod",1982,1,1,906112.357425587,0.0612454162438323,50710.8800103245
"medium cod",1983,1,1,958342.98751248,0.0699952662947202,60455.1477792887
"medium cod",1984,1,1,1201156.89416638,0.0670309635543967,72855.6851323564
"medium cod",1985,1,1,1144011.15074951,0.0490160236423293,51622.5614323312
"medium cod",1986,1,1,1206204.06578917,0.052578062101005,58499.3358519202
"medium cod",1987,1,1,774160.434914009,0.0512206705327949,36425.5182411334
"medium cod",1988,1,1,482796.705544854,0.0514629993215505,22807.5661999163
"medium cod",1989,1,1,323673.393356673,0.0588254179840029,17240.8624552536
"medium cod",1990,1,1,340809.32121875,0.0586165318622336,18260.774675278
"medium cod",1991,1,1,511833.030607417,0.0574917160980112,26999.7151311047
"medium cod",1992,1,1,731392.70841785,0.0583765132779676,39334.1940019171
"medium cod",1993,1,1,618898.361700792,0.0545728648521464,31154.589824764
"medium cod",1994,1,1,835428.440256319,0.0506056419513852,39242.7169753857
"medium cod",1995,1,1,732973.72875051,0.0547670502148315,37173.7285535483
"medium cod",1996,1,1,741770.62498464,0.0562690189505815,38499.141989627
"medium cod",1997,1,1,576364.005518731,0.0512185365178428,27192.0818687183
"medium cod",1998,1,1,716424.431592066,0.0527323942584161,34906.810870357
"medium cod",1999,1,1,740439.237880218,0.0572562286431297,39102.7254099538
"medium cod",2000,1,1,708660.330019595,0.0496015035398976,32395.3183095985
"medium cod",2001,1,1,1235956.06856069,0.05326411238745,60794.1847461069
"medium cod",2002,1,1,927941.340887727,0.0519933934377426,44463.1529884092
"medium cod",2003,1,1,903432.474291523,0.0526121224679871,43755.4683604815
"medium cod",2004,1,1,755687.693568237,0.0508516872138181,35434.324487309
"medium cod",2005,1,1,903924.608730039,0.0513349308460074,42772.5686572927
"medium cod",2006,1,1,715053.918805177,0.0548947985034162,35963.3299586383
"medium cod",2007,1,1,613789.199268725,0.0521901813503839,29427.239663454
"medium cod",2008,1,1,939659.197269427,0.0576537074424092,49906.4698718812
"medium cod",2009,1,1,955052.451505646,0.0565462543875793,49754.1419810472
"medium cod",2010,1,1,1451742.07272063,0.0586197011680006,78716.5460313884
"medium cod",2011,1,1,1529194.98326556,0.0558789370751971,78964.7420134402
"medium cod",2012,1,1,1587277.71096836,0.0615352661977403,90536.2035815028
"medium cod",2013,1,1,1545495.34292979,0.0547057446456216,78335.4127246335
"medium cod",2014,1,1,2042035.11738413,0.0641013600608839,121948.746147554
"medium cod",2015,1,1,1755627.16708997,0.0573500108878418,93442.6629654203
"medium cod",2016,1,1,1717185.3940372,0.0543517544629587,86313.0698283759
"medium cod",2017,1,1,1019695.60931058,0.0537203324422547,50680.1778620853
"large cod",1982,1,1,10171.0741704354,0.135730148949351,1365.51709214639
"large cod",1983,1,1,12118.7141653451,0.128824647982291,1542.82472936071
"large cod",1984,1,1,25839.8505123946,0.101915749436341,2633.43239275006
"large cod",1985,1,1,33859.1674335898,0.0805012413805564,2721.81463265815
"large cod",1986,1,1,36203.3492256792,0.0796742667372438,2884.72940342595
"large cod",1987,1,1,25635.36737957,0.0868609855021716,2215.08675601639
"large cod",1988,1,1,19301.7914554599,0.100899924323317,1943.78685269459
"large cod",1989,1,1,26871.9542427298,0.0845027884509686,2270.80307046823
"large cod",1990,1,1,22039.2581590433,0.0875048066807654,1925.08774400742
"large cod",1991,1,1,18744.7604066829,0.0937287186260383,1749.8001514002
"large cod",1992,1,1,24693.4794144912,0.0866139981815464,2134.8599947329
"large cod",1993,1,1,19256.6309477925,0.0886898143820191,1697.97304130195
"large cod",1994,1,1,18550.4795315932,0.0977702371610407,1803.94388390264
"large cod",1995,1,1,22069.1459810887,0.0927030970095829,2042.94119840573
"large cod",1996,1,1,23288.0409707948,0.0871900151943391,2027.70124003293
"large cod",1997,1,1,14957.2001435281,0.0921594209259254,1371.3919093658
"large cod",1998,1,1,15136.3865577965,0.0950075528745585,1430.79805347851
"large cod",1999,1,1,14098.241372199,0.103702040120553,1453.41377664171
"large cod",2000,1,1,13833.0637608868,0.101480911357702,1394.00609283145
"large cod",2001,1,1,14463.0297730483,0.100209659308042,1439.80645376211
"large cod",2002,1,1,10951.7227784685,0.11597842735216,1258.53834974041
"large cod",2003,1,1,14662.9087462531,0.100350435605105,1458.36526210491
"large cod",2004,1,1,20475.0257120565,0.0899191747131654,1832.20672026284
"large cod",2005,1,1,30755.4531921831,0.0826645328212532,2539.86474984106
"large cod",2006,1,1,36297.3029524733,0.0725232655391464,2634.31281558765
"large cod",2007,1,1,28748.0358759956,0.0808344234364624,2330.10595945716
"large cod",2008,1,1,19353.5436887575,0.0893327938699578,1718.79845828
"large cod",2009,1,1,11009.6819252538,0.113986107912673,1243.64570258886
"large cod",2010,1,1,10164.1722488128,0.122059816909195,1227.62355849992
"large cod",2011,1,1,12162.2399896504,0.110778421096479,1337.56073057744
"large cod",2012,1,1,14080.9619608833,0.101095320810994,1412.83131229867
"large cod",2013,1,1,18003.8156561685,0.0987305533676579,1768.72229475725
"large cod",2014,1,1,15868.1491109423,0.0997239918361543,1575.5472004214
"large cod",2015,1,1,16899.2983215684,0.0961520003533952,1613.36079326667
"large cod",2016,1,1,20582.4972225697,0.0897302045636208,1836.22910807821
"large cod",2017,1,1,22319.6568199238,0.0867886849416689,1922.58206394154
