"Category","Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
"medium cod",2002,1,1,817240.339127157,0.0715513317513043,56420.9281063958
"medium cod",2003,1,1,852535.695051323,0.0707066713381619,58129.5884391997
"medium cod",2004,1,1,644026.225767534,0.0736586762271694,45752.6275179818
"medium cod",2005,1,1,689504.932075269,0.0732772677725618,48747.8092197984
"medium cod",2006,1,1,535420.189942562,0.0813324076418101,41965.3070513084
"medium cod",2007,1,1,464377.783106699,0.0751854884058615,33624.3002021757
"medium cod",2008,1,1,803808.698398799,0.0843911775990091,65330.3300174153
"medium cod",2009,1,1,719258.604729915,0.0763020541824539,52924.4431716081
"medium cod",2010,1,1,1188231.06788662,0.0792595180738274,90853.9997756282
"medium cod",2011,1,1,1332622.07997652,0.0756617660123113,97383.0820892844
"medium cod",2012,1,1,1323090.42929157,0.0815797941166816,104241.877917834
"medium cod",2013,1,1,1590999.42675887,0.0753833548533174,115775.329920246
"medium cod",2014,1,1,1757511.22778994,0.081455213786767,138298.879747443
"medium cod",2015,1,1,1865968.14940038,0.0800172907910889,144268.047493071
"medium cod",2016,1,1,1612634.77039647,0.0731101510142451,113900.441373945
"medium cod",2017,1,1,903756.609182999,0.0775505440456015,67706.2628177693
"large cod",1982,1,1,232212.233341846,0.0767524860887156,17382.6529176629
"large cod",1983,1,1,328587.114692983,0.0751099821676474,24076.2553388168
"large cod",1984,1,1,327634.502240148,0.0776494248271578,24816.2186126795
"large cod",1985,1,1,273558.342593462,0.0628880840928391,16848.9645761744
"large cod",1986,1,1,211286.469956392,0.0639936104689034,13234.9111083037
"large cod",1987,1,1,178153.91267414,0.0634107471826993,11050.8344769052
"large cod",1988,1,1,120613.440022499,0.0703923757900902,8289.96628884073
"large cod",1989,1,1,165500.128686282,0.0677156858470996,10951.065077803
"large cod",1990,1,1,117636.233685908,0.0743573965207667,8536.0341704471
"large cod",1991,1,1,91175.691984761,0.0783760066739219,6954.48962919633
"large cod",1992,1,1,98095.7793587037,0.0735550531580957,7033.29432833025
"large cod",1993,1,1,92810.5728709629,0.0670688805467492,6083.88979785181
"large cod",1994,1,1,153859.793628033,0.0650476557912295,9791.80244404815
"large cod",1995,1,1,141299.684972101,0.0690221760431555,9533.85100688199
"large cod",1996,1,1,165317.431847127,0.0637134330016996,10312.800734198
"large cod",1997,1,1,145297.097195204,0.0682684325363248,9708.90657228251
"large cod",1998,1,1,120459.125918767,0.064919847651284,7652.54410037934
"large cod",1999,1,1,102296.860458563,0.0698144678351657,6979.71040441715
"large cod",2000,1,1,103199.159688599,0.0700853651075831,7067.06406281057
"large cod",2001,1,1,159173.42391748,0.0608756906666981,9496.30584461475
"large cod",2002,1,1,116613.112009416,0.0650451999796994,7421.35662183231
"large cod",2003,1,1,148976.418442384,0.0631778321438727,9215.16212956245
"large cod",2004,1,1,169302.810813786,0.0616321020275799,10217.8679748038
"large cod",2005,1,1,213068.705679399,0.0604674842143381,12626.7932998153
"large cod",2006,1,1,169090.744769879,0.0659844028024628,10927.1026133148
"large cod",2007,1,1,133021.233132186,0.068442354469694,8906.16232399606
"large cod",2008,1,1,118245.922025601,0.0695859465409049,8038.40856611419
"large cod",2009,1,1,98792.8148660406,0.072170062895911,6964.81736809961
"large cod",2010,1,1,130760.998465509,0.0663148056383053,8481.81733362976
"large cod",2011,1,1,234228.806707351,0.0596617410995968,13703.6854890938
"large cod",2012,1,1,211583.230208062,0.0619321273006116,12844.0069013359
"large cod",2013,1,1,276990.332922395,0.0613677663936233,16649.538707477
"large cod",2014,1,1,266944.186482953,0.05655178196862,14810.4695820486
"large cod",2015,1,1,225635.505160972,0.0606463669270435,13406.3623137463
"large cod",2016,1,1,306735.656491981,0.0566637611418163,17039.866940166
"large cod",2017,1,1,261482.141624007,0.0569684858706399,14601.6572841369
