Survey,Year,Cruise Join ID,Haul Join ID,Catch Join ID,Cruise Number,Vessel Number,Haul Number,Starting Latitude (dd),Starting Longitude (dd),Ending Latitude (dd),Ending Longitude (dd),Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Domain,Density,Gear Performance,Satisfactory Gear Performance,Gear Performance Note,Gear Depth,Bottom Depth,Species Code,Common Name,Scientific Name,Weight (kg),Number of Fish,Subsample Code,Voucher Taken,akfin_load_date
EBS_SHELF,2011,-663,-7504,-202739,201101,89,13,56.31488,-161.63003,56.34092,-161.62837,10,,,,,,,,,0,Y,Good performance,62,65,21720,Pacific cod,Gadus macrocephalus,67.58,35,,,10-Oct-18
EBS_SHELF,2011,-663,-7505,-202749,201101,89,14,56.66402,-161.57875,56.68882,-161.5727,31,,,,,,,,,0,Y,Good performance,87,90,21720,Pacific cod,Gadus macrocephalus,43.64,46,,,10-Oct-18
EBS_SHELF,2011,-663,-7511,-202951,201101,89,20,58.31845,-162.04305,58.32395,-162.06583,10,,,,,,,,,0,Y,Good performance,44,47,21720,Pacific cod,Gadus macrocephalus,142.56,61,,,10-Oct-18
EBS_SHELF,2011,-663,-7527,-203526,201101,89,36,57.32132,-164.00313,57.3471,-164.0087,31,,,,,,,,,0,Y,Good performance,60,62,21720,Pacific cod,Gadus macrocephalus,74.91,64,,,10-Oct-18
EBS_SHELF,2011,-663,-7534,-203783,201101,89,43,58.98438,-164.01475,59.00997,-164.01645,10,,,,,,,,,0,Y,Good performance,26,29,21720,Pacific cod,Gadus macrocephalus,12.42,36,,,10-Oct-18
EBS_SHELF,2011,-663,-7539,-203905,201101,89,48,58.34583,-165.29543,58.32057,-165.3088,10,,,,,,,,,0,Y,Good performance,42,45,21720,Pacific cod,Gadus macrocephalus,11.322,21,,,10-Oct-18
EBS_SHELF,2013,-682,-9889,-277463,201301,89,28,56.01615,-163.3619,56.00041,-163.39949,31,,,,,,,,,0,Y,Good performance,86,89,21720,Pacific cod,Gadus macrocephalus,69.4,118,,,10-Oct-18
EBS_SHELF,2013,-682,-9987,-277979,201301,89,46,58.33729,-165.28984,58.31123,-165.29391,10,,,,,,,,,0,Y,Good performance,42,45,21720,Pacific cod,Gadus macrocephalus,31.5,78,,,10-Oct-18
EBS_SHELF,2013,-682,-9989,-278066,201301,89,48,57.67797,-165.24953,57.65246,-165.24995,31,,,,,,,,,0,Y,Good performance,58,61,21720,Pacific cod,Gadus macrocephalus,28.8,22,,,10-Oct-18
EBS_SHELF,2006,-618,-11454,-319605,200601,134,202,59.68999,-175.87219,59.66401,-175.866,61,,,,,,,,,0,Y,Good performance,134,136,21720,Pacific cod,Gadus macrocephalus,190.55,40,,,10-Oct-18
EBS_SHELF,2006,-618,-11461,-319894,200601,134,209,61.66033,-175.77879,61.68752,-175.7829,82,,,,,,,,,0,Y,Good performance,93,95,21720,Pacific cod,Gadus macrocephalus,0.144,3,,,10-Oct-18
EBS_SHELF,2006,-618,-11487,-320879,200601,134,235,58.67651,-174.28101,58.65152,-174.26019,61,,,,,,,,,0,Y,Good performance,155,157,21720,Pacific cod,Gadus macrocephalus,11.75,6,,,10-Oct-18
EBS_SHELF,2007,-626,-2808,-56803,200701,89,12,57.32548,-159.0843,57.34889,-159.0705,10,,,,,,,,,0,Y,Good performance,44,46,21720,Pacific cod,Gadus macrocephalus,0.749,25,,,10-Oct-18
EBS_SHELF,2008,-631,-4371,-101640,200801,89,204,59.33888,-175.1212,59.33805,-175.0708,61,,,,,,,,,0,Y,Good performance,130,132,21720,Pacific cod,Gadus macrocephalus,8.31,1,,,10-Oct-18
EBS_SHELF,2008,-631,-4376,-101838,200801,89,209,58.99963,-177.57491,58.99884,-177.62489,61,,,,,,,,,0,Y,Good performance,132,134,21720,Pacific cod,Gadus macrocephalus,3.4,2,,,10-Oct-18
EBS_SHELF,2009,-634,-4952,-117071,200901,89,2,57.02502,-159.1261,57.05203,-159.1266,10,,,,,,,,,0,Y,Good performance,33,35,21720,Pacific cod,Gadus macrocephalus,66.96,42,,,10-Oct-18
EBS_SHELF,2009,-634,-4955,-117152,200901,89,5,57.97782,-159.00011,58.00289,-158.99139,10,,,,,,,,,0,Y,Good performance,37,39,21720,Pacific cod,Gadus macrocephalus,0.13,10,,,10-Oct-18
EBS_SHELF,2009,-634,-4964,-117455,200901,89,15,56.98444,-161.5764,57.01052,-161.58459,31,,,,,,,,,0,Y,Good performance,66,68,21720,Pacific cod,Gadus macrocephalus,2.58,10,,,10-Oct-18
EBS_SHELF,2009,-634,-4980,-117936,200901,89,31,55.32846,-164.5703,55.35466,-164.5641,31,,,,,,,,,0,Y,Good performance,99,100,21720,Pacific cod,Gadus macrocephalus,56.26,43,,,10-Oct-18
EBS_SHELF,2009,-634,-4984,-118091,200901,89,35,57.00035,-164.0303,57.02635,-164.0276,31,,,,,,,,,0,Y,Good performance,66,69,21720,Pacific cod,Gadus macrocephalus,19.14,31,,,10-Oct-18
EBS_SHELF,2011,-663,-7555,-204609,201101,89,64,59.64605,-166.6474,59.6707,-166.67388,20,,,,,,,,,0,Y,Good performance,25,28,21720,Pacific cod,Gadus macrocephalus,89.4,28,,,10-Oct-18
EBS_SHELF,2011,-663,-7557,-204683,201101,89,66,59.3333,-167.92167,59.30753,-167.92108,20,,,,,,,,,0,Y,Good performance,37,40,21720,Pacific cod,Gadus macrocephalus,5.34,2,,,10-Oct-18
EBS_SHELF,2011,-663,-7914,-211135,201101,89,77,55.31415,-165.16512,55.34333,-165.16463,50,,,,,,,,,0,Y,Good performance,109,111,21720,Pacific cod,Gadus macrocephalus,3.54,2,,,10-Oct-18
EBS_SHELF,2011,-663,-7915,-211164,201101,89,78,55.65825,-165.16933,55.68412,-165.15932,31,,,,,,,,,0,Y,Good performance,107,109,21720,Pacific cod,Gadus macrocephalus,20.28,9,,,10-Oct-18
EBS_SHELF,2011,-663,-7939,-211917,201101,89,102,57.32527,-170.85832,57.35132,-170.84773,42,,,,,,,,,0,Y,Good performance,81,83,21720,Pacific cod,Gadus macrocephalus,22.86,13,,,10-Oct-18
EBS_SHELF,2005,-611,-13481,-369641,200501,89,1,57.32582,-159.0643,57.351,-159.0567,10,,,,,,,,,0,Y,Good performance,47,50,21720,Pacific cod,Gadus macrocephalus,75.3,88,,,10-Oct-18
EBS_SHELF,2005,-611,-13482,-369671,200501,89,2,57.6622,-159.0087,57.68575,-159.0266,10,,,,,,,,,0,Y,Good performance,47,50,21720,Pacific cod,Gadus macrocephalus,36.38,62,,,10-Oct-18
EBS_SHELF,2005,-611,-13496,-370160,200501,89,16,57.98267,-161.4946,58.00875,-161.4873,10,,,,,,,,,0,Y,Good performance,54,57,21720,Pacific cod,Gadus macrocephalus,10.64,55,,,10-Oct-18
EBS_SHELF,2005,-611,-13500,-370262,200501,89,20,58.01261,-162.76379,57.99548,-162.8004,10,,,,,,,,,0,Y,Good performance,39,42,21720,Pacific cod,Gadus macrocephalus,0.902,4,,,10-Oct-18
EBS_SHELF,2005,-611,-13528,-371168,200501,89,48,58.34754,-165.29559,58.32173,-165.304,10,,,,,,,,,0,Y,Good performance,43,46,21720,Pacific cod,Gadus macrocephalus,14.67,23,,,10-Oct-18
EBS_SHELF,2005,-611,-13529,-371188,200501,89,49,58.00913,-165.2366,57.99408,-165.2751,10,,,,,,,,,0,Y,Good performance,49,52,21720,Pacific cod,Gadus macrocephalus,175.9,1413,,,10-Oct-18
EBS_SHELF,2007,-626,-2822,-57266,200701,89,26,57.98182,-161.49809,58.00729,-161.5002,10,,,,,,,,,0,Y,Good performance,53,55,21720,Pacific cod,Gadus macrocephalus,29.026,554,,,10-Oct-18
EBS_SHELF,2007,-626,-2831,-57542,200701,89,35,55.66912,-163.3828,55.66988,-163.4285,31,,,,,,,,,0,Y,Good performance,79,81,21720,Pacific cod,Gadus macrocephalus,5.75,6,,,10-Oct-18
EBS_SHELF,2007,-626,-2833,-57602,200701,89,37,55.3307,-164.032,55.35006,-164.0011,31,,,,,,,,,0,Y,Good performance,74,76,21720,Pacific cod,Gadus macrocephalus,33.33,56,,,10-Oct-18
EBS_SHELF,2007,-626,-2836,-57700,200701,89,40,56.3319,-163.9767,56.3566,-163.97771,31,,,,,,,,,0,Y,Good performance,82,84,21720,Pacific cod,Gadus macrocephalus,12.82,13,,,10-Oct-18
EBS_SHELF,2007,-626,-2852,-58159,200701,89,56,57.34979,-165.2319,57.32494,-165.2249,31,,,,,,,,,0,Y,Good performance,63,65,21720,Pacific cod,Gadus macrocephalus,28.36,26,,,10-Oct-18
EBS_SHELF,2009,-634,-4989,-118307,200901,89,40,58.67727,-163.9684,58.66249,-164.00951,10,,,,,,,,,0,Y,Good performance,31,34,21720,Pacific cod,Gadus macrocephalus,0.468,26,,,10-Oct-18
EBS_SHELF,2009,-634,-5007,-118947,200901,89,58,56.33547,-166.3757,56.34055,-166.4225,31,,,,,,,,,0,Y,Good performance,101,103,21720,Pacific cod,Gadus macrocephalus,31.38,14,,,10-Oct-18
EBS_SHELF,2009,-634,-5008,-118996,200901,89,59,56.65361,-166.44479,56.67984,-166.4491,31,,,,,,,,,0,Y,Good performance,82,84,21720,Pacific cod,Gadus macrocephalus,98.6,162,,,10-Oct-18
EBS_SHELF,2009,-634,-5013,-119218,200901,89,64,58.98611,-166.57401,59.01193,-166.58189,20,,,,,,,,,0,Y,Good performance,32,35,21720,Pacific cod,Gadus macrocephalus,9.58,60,,,10-Oct-18
EBS_SHELF,2009,-634,-5196,-121382,200901,89,78,56.33301,-167.65939,56.36203,-167.66451,50,,,,,,,,,0,Y,Good performance,126,128,21720,Pacific cod,Gadus macrocephalus,19.38,6,,,10-Oct-18
EBS_SHELF,2009,-634,-5198,-121438,200901,89,80,56.99063,-167.6994,57.01767,-167.6994,31,,,,,,,,,0,Y,Good performance,75,77,21720,Pacific cod,Gadus macrocephalus,28.2,44,,,10-Oct-18
EBS_SHELF,2011,-663,-7959,-212692,201101,89,122,58.34298,-170.37235,58.32098,-170.39755,41,,,,,,,,,0,Y,Good performance,72,74,21720,Pacific cod,Gadus macrocephalus,1.44,18,,,10-Oct-18
EBS_SHELF,2011,-663,-7977,-213435,201101,89,140,60.13817,-173.76675,60.11315,-173.77057,43,,,,,,,,,0,Y,Good performance,86,88,21720,Pacific cod,Gadus macrocephalus,65.48,82,,,10-Oct-18
EBS_SHELF,2005,-611,-13531,-371285,200501,89,51,57.34646,-165.2308,57.32043,-165.2305,31,,,,,,,,,0,Y,Good performance,65,68,21720,Pacific cod,Gadus macrocephalus,21.62,11,,,10-Oct-18
EBS_SHELF,2005,-611,-13539,-371551,200501,89,59,55.33484,-165.1552,55.34188,-165.1973,50,,,,,,,,,0,Y,Good performance,109,112,21720,Pacific cod,Gadus macrocephalus,12.95,6,,,10-Oct-18
EBS_SHELF,2005,-611,-13545,-371699,200501,89,65,55.98763,-166.40089,55.98827,-166.3569,50,,,,,,,,,0,Y,Good performance,121,123,21720,Pacific cod,Gadus macrocephalus,25.86,4,,,10-Oct-18
EBS_SHELF,2005,-611,-13553,-371992,200501,89,73,58.65211,-167.8694,58.67737,-167.87399,20,,,,,,,,,0,Y,Good performance,44,46,21720,Pacific cod,Gadus macrocephalus,23.59,91,,,10-Oct-18
EBS_SHELF,2005,-611,-13556,-372082,200501,89,76,59.66289,-167.952,59.68834,-167.9628,20,,,,,,,,,0,Y,Good performance,33,35,21720,Pacific cod,Gadus macrocephalus,42.52,31,,,10-Oct-18
EBS_SHELF,2005,-611,-13557,-372113,200501,89,77,60.33242,-168.6653,60.33118,-168.7151,20,,,,,,,,,0,Y,Good performance,34,38,21720,Pacific cod,Gadus macrocephalus,71.94,99,,,10-Oct-18
EBS_SHELF,2005,-611,-13570,-372544,200501,89,90,57.01214,-167.7029,56.98671,-167.7088,31,,,,,,,,,0,Y,Good performance,74,77,21720,Pacific cod,Gadus macrocephalus,72.23,67,,,10-Oct-18
EBS_SHELF,2007,-626,-3271,-78206,200701,89,81,59.68687,-167.9552,59.66293,-167.94051,20,,,,,,,,,0,Y,Good performance,32,34,21720,Pacific cod,Gadus macrocephalus,8.264,57,,,10-Oct-18
EBS_SHELF,2007,-626,-3277,-78372,200701,89,87,59.98564,-169.32449,60.00888,-169.304,20,,,,,,,,,0,Y,Good performance,42,45,21720,Pacific cod,Gadus macrocephalus,0.012,1,,,10-Oct-18
EBS_SHELF,2007,-626,-3278,-78407,200701,89,88,60.31449,-169.32941,60.34001,-169.3253,20,,,,,,,,,0,Y,Good performance,40,43,21720,Pacific cod,Gadus macrocephalus,0.004,2,,,10-Oct-18
EBS_SHELF,2007,-626,-3281,-78482,200701,89,91,59.68771,-169.92329,59.66417,-169.9097,41,,,,,,,,,0,Y,Good performance,55,58,21720,Pacific cod,Gadus macrocephalus,0.075,2,,,10-Oct-18
EBS_SHELF,2007,-626,-3288,-78698,200701,89,98,59.01813,-167.24719,58.99556,-167.2263,20,,,,,,,,,0,Y,Good performance,38,41,21720,Pacific cod,Gadus macrocephalus,78.02,196,,,10-Oct-18
EBS_SHELF,2007,-626,-3301,-79082,200701,89,111,57.1498,-168.638,57.17568,-168.6385,32,,,,,,,,,0,Y,Good performance,74,77,21720,Pacific cod,Gadus macrocephalus,9.407,24,,,10-Oct-18
EBS_SHELF,2007,-626,-3305,-79215,200701,89,115,57.80475,-168.72099,57.82354,-168.74989,42,,,,,,,,,0,Y,Good performance,69,71,21720,Pacific cod,Gadus macrocephalus,10.629,24,,,10-Oct-18
EBS_SHELF,2009,-634,-5209,-121798,200901,89,91,60.02067,-167.98621,59.99352,-167.99339,20,,,,,,,,,0,Y,Good performance,23,26,21720,Pacific cod,Gadus macrocephalus,9.63,13,,,10-Oct-18
EBS_SHELF,2009,-634,-5211,-121885,200901,89,93,60.31624,-168.68539,60.34205,-168.6911,20,,,,,,,,,0,Y,Good performance,35,37,21720,Pacific cod,Gadus macrocephalus,18.42,22,,,10-Oct-18
EBS_SHELF,2009,-634,-5213,-121921,200901,89,95,60.33153,-167.29671,60.33647,-167.2579,20,,,,,,,,,0,Y,Good performance,29,31,21720,Pacific cod,Gadus macrocephalus,4.86,144,,,10-Oct-18
EBS_SHELF,2009,-634,-5214,-121953,200901,89,96,59.68163,-169.26669,59.65506,-169.27119,20,,,,,,,,,0,Y,Good performance,46,48,21720,Pacific cod,Gadus macrocephalus,33.552,28,,,10-Oct-18
EBS_SHELF,2009,-634,-5222,-122256,200901,89,104,57.51229,-168.75751,57.48574,-168.76221,42,,,,,,,,,0,Y,Good performance,69,71,21720,Pacific cod,Gadus macrocephalus,21.13,33,,,10-Oct-18
EBS_SHELF,2009,-634,-5232,-122662,200901,89,114,56.66383,-170.7386,56.69139,-170.7397,61,,,,,,,,,0,Y,Good performance,111,113,21720,Pacific cod,Gadus macrocephalus,9.31,8,,,10-Oct-18
EBS_SHELF,2009,-634,-5239,-122914,200901,89,122,58.66076,-170.4319,58.68666,-170.4384,41,,,,,,,,,0,Y,Good performance,71,73,21720,Pacific cod,Gadus macrocephalus,10.74,24,,,10-Oct-18
EBS_SHELF,2011,-663,-8103,-219581,201101,89,157,57.67438,-173.39363,57.69797,-173.41388,61,,,,,,,,,0,Y,Good performance,145,148,21720,Pacific cod,Gadus macrocephalus,35.29,18,,,10-Oct-18
EBS_SHELF,2011,-663,-8107,-219775,201101,89,161,59.00053,-173.7225,59.02622,-173.7323,61,,,,,,,,,0,Y,Good performance,115,117,21720,Pacific cod,Gadus macrocephalus,35.96,15,,,10-Oct-18
EBS_SHELF,2011,-663,-8114,-220061,201101,89,168,61.33727,-175.00312,61.34422,-174.95142,82,,,,,,,,,0,Y,Good performance,85,87,21720,Pacific cod,Gadus macrocephalus,43.08,42,,,10-Oct-18
EBS_SHELF,2011,-663,-8126,-220564,201101,89,180,61.33278,-176.3257,61.33745,-176.2735,90,,,,,,,,,0,Y,Good performance,104,106,21720,Pacific cod,Gadus macrocephalus,24.44,8,,,10-Oct-18
EBS_SHELF,2011,-663,-8129,-220731,201101,89,183,61.00323,-177.59635,61.00352,-177.63745,90,,,,,,,,,0,Y,Good performance,132,134,21720,Pacific cod,Gadus macrocephalus,99.98,29,,,10-Oct-18
EBS_SHELF,2011,-663,-8141,-221173,201101,89,195,58.99932,-176.33093,58.99603,-176.27888,61,,,,,,,,,0,Y,Good performance,132,134,21720,Pacific cod,Gadus macrocephalus,33.8,8,,,10-Oct-18
EBS_SHELF,2005,-611,-13579,-372881,200501,89,99,56.82495,-169.3152,56.83582,-169.2907,32,,,,,,,,,0,Y,Good performance,78,82,21720,Pacific cod,Gadus macrocephalus,87.88,32,,,10-Oct-18
EBS_SHELF,2005,-611,-13584,-373047,200501,89,104,57.17902,-168.6494,57.15538,-168.63161,32,,,,,,,,,0,Y,Good performance,74,77,21720,Pacific cod,Gadus macrocephalus,87.22,52,,,10-Oct-18
EBS_SHELF,2005,-611,-13585,-373064,200501,89,105,56.42803,-169.46809,56.42273,-169.51421,50,,,,,,,,,4.1,Y,Caught large rock,103,106,21720,Pacific cod,Gadus macrocephalus,57.34,15,,,10-Oct-18
EBS_SHELF,2005,-611,-13593,-373325,200501,89,113,57.50286,-170.0235,57.50479,-169.99451,42,,,,,,,,,3.13,Y,Alaskan crab pot,62,65,21720,Pacific cod,Gadus macrocephalus,41,17,,,10-Oct-18
EBS_SHELF,2005,-611,-13595,-373379,200501,89,115,57.82164,-170.627,57.83987,-170.59129,42,,,,,,,,,0,Y,Good performance,76,79,21720,Pacific cod,Gadus macrocephalus,55.064,7,,,10-Oct-18
EBS_SHELF,2005,-611,-13596,-373416,200501,89,116,57.98359,-170.3598,58.00637,-170.33389,42,,,,,,,,,0,Y,Good performance,72,75,21720,Pacific cod,Gadus macrocephalus,16.24,4,,,10-Oct-18
EBS_SHELF,2005,-611,-13618,-374161,200501,89,138,56.99355,-173.2506,57.01801,-173.2616,61,,,,,,,,,0,Y,Good performance,140,143,21720,Pacific cod,Gadus macrocephalus,34.49,12,,,10-Oct-18
EBS_SHELF,2005,-611,-13625,-374381,200501,89,145,58.65554,-172.9989,58.68187,-173.0005,61,,,,,,,,,0,Y,Good performance,110,113,21720,Pacific cod,Gadus macrocephalus,48.01,18,,,10-Oct-18
EBS_SHELF,2007,-626,-3321,-79815,200701,89,131,58.98563,-170.4825,59.01229,-170.4834,41,,,,,,,,,0,Y,Good performance,70,72,21720,Pacific cod,Gadus macrocephalus,8.576,15,,,10-Oct-18
EBS_SHELF,2007,-626,-3322,-79849,200701,89,132,58.98734,-171.7598,58.99623,-171.8071,41,,,,,,,,,0,Y,Good performance,86,88,21720,Pacific cod,Gadus macrocephalus,167.268,128,,,10-Oct-18
EBS_SHELF,2007,-626,-3328,-80082,200701,89,138,57.67501,-172.1754,57.65121,-172.1857,61,,,,,,,,,0,Y,Good performance,106,108,21720,Pacific cod,Gadus macrocephalus,64.485,20,,,10-Oct-18
EBS_SHELF,2007,-626,-3754,-71265,200701,89,152,59.32264,-170.5309,59.34872,-170.533,41,,,,,,,,,0,Y,Good performance,67,68,21720,Pacific cod,Gadus macrocephalus,1.89,3,,,10-Oct-18
EBS_SHELF,2007,-626,-3763,-71702,200701,89,161,59.66833,-172.54849,59.67648,-172.59579,43,,,,,,,,,0,Y,Good performance,83,85,21720,Pacific cod,Gadus macrocephalus,34.21,47,,,10-Oct-18
EBS_SHELF,2007,-626,-3766,-71844,200701,89,164,59.99354,-172.60921,59.98438,-172.56239,43,,,,,,,,,0,Y,Good performance,65,68,21720,Pacific cod,Gadus macrocephalus,40.88,48,,,10-Oct-18
EBS_SHELF,2007,-626,-3767,-71892,200701,89,165,59.82705,-172.26981,59.84408,-172.23109,43,,,,,,,,,0,Y,Good performance,74,76,21720,Pacific cod,Gadus macrocephalus,37.21,36,,,10-Oct-18
EBS_SHELF,2007,-626,-3769,-71981,200701,89,167,60.15244,-172.3004,60.16935,-172.33859,43,,,,,,,,,0,Y,Good performance,56,59,21720,Pacific cod,Gadus macrocephalus,16.08,49,,,10-Oct-18
EBS_SHELF,2007,-626,-3770,-72031,200701,89,168,60.31706,-172.0663,60.34258,-172.06329,43,,,,,,,,,0,Y,Good performance,57,60,21720,Pacific cod,Gadus macrocephalus,8.12,56,,,10-Oct-18
EBS_SHELF,2009,-634,-5709,-139248,200901,89,151,56.65073,-171.3437,56.6778,-171.3521,61,,,,,,,,,0,Y,Good performance,117,119,21720,Pacific cod,Gadus macrocephalus,38.04,32,,,10-Oct-18
EBS_SHELF,2009,-634,-5711,-139323,200901,89,153,56.99882,-172.02521,57.02549,-172.0251,61,,,,,,,,,0,Y,Good performance,114,116,21720,Pacific cod,Gadus macrocephalus,96.92,72,,,10-Oct-18
EBS_SHELF,2009,-634,-5712,-139355,200901,89,154,57.66976,-173.3896,57.69955,-173.4012,61,,,,,,,,,0,Y,Good performance,145,146,21720,Pacific cod,Gadus macrocephalus,52.68,21,,,10-Oct-18
EBS_SHELF,2009,-634,-5714,-139446,200901,89,156,58.3287,-173.55431,58.35614,-173.5679,61,,,,,,,,,0,Y,Good performance,113,115,21720,Pacific cod,Gadus macrocephalus,267.81,79,,,10-Oct-18
EBS_SHELF,2009,-634,-5717,-139557,200901,89,160,59.32571,-173.79089,59.34746,-173.7877,62,,,,,,,,,4.4,Y,Large fish catch affected net performance,108,110,21720,Pacific cod,Gadus macrocephalus,138.045,115,,,10-Oct-18
EBS_SHELF,2009,-634,-5719,-139609,200901,89,162,59.65522,-173.8535,59.68224,-173.84509,62,,,,,,,,,0,Y,Good performance,102,104,21720,Pacific cod,Gadus macrocephalus,83.04,72,,,10-Oct-18
EBS_SHELF,2009,-634,-5727,-139882,200901,89,170,60.98701,-174.88091,61.01448,-174.8802,82,,,,,,,,,0,Y,Good performance,90,92,21720,Pacific cod,Gadus macrocephalus,0.018,1,,,10-Oct-18
EBS_SHELF,2009,-634,-5728,-139910,200901,89,171,61.32271,-175.02271,61.34868,-175.02251,82,,,,,,,,,0,Y,Good performance,85,88,21720,Pacific cod,Gadus macrocephalus,0.052,1,,,10-Oct-18
EBS_SHELF,2011,-664,-7572,-208856,201101,162,8,58.01465,-159.60907,57.98867,-159.61392,10,,,,,,,,,0,Y,Good performance,40,42,21720,Pacific cod,Gadus macrocephalus,47.9,38,,,10-Oct-18
EBS_SHELF,2011,-664,-7609,-209925,201101,162,45,59.31163,-163.99268,59.33238,-164.01728,10,,,,,,,,,0,Y,Good performance,19,22,21720,Pacific cod,Gadus macrocephalus,180.5,108,,,10-Oct-18
EBS_SHELF,2011,-664,-7617,-210195,201101,162,53,56.67748,-164.58788,56.65328,-164.59568,31,,,,,,,,,0,Y,Good performance,72,75,21720,Pacific cod,Gadus macrocephalus,116.6,130,,,10-Oct-18
EBS_SHELF,2005,-611,-13628,-374496,200501,89,148,59.49297,-173.51199,59.51278,-173.4799,43,,,,,,,,,0,Y,Good performance,100,103,21720,Pacific cod,Gadus macrocephalus,214.7,59,,,10-Oct-18
EBS_SHELF,2005,-611,-13632,-374644,200501,89,152,60.16951,-173.0083,60.15336,-172.9661,43,,,,,,,,,0,Y,Good performance,58,61,21720,Pacific cod,Gadus macrocephalus,103.62,404,,,10-Oct-18
EBS_SHELF,2005,-611,-13633,-374667,200501,89,153,60.31377,-172.067,60.33975,-172.06039,43,,,,,,,,,0,Y,Good performance,56,60,21720,Pacific cod,Gadus macrocephalus,90.36,366,,,10-Oct-18
EBS_SHELF,2005,-611,-13650,-375199,200501,89,170,61.99065,-175.7822,61.99882,-175.82719,82,,,,,,,,,1.12,Y,Hauled back early due to hang(s),89,92,21720,Pacific cod,Gadus macrocephalus,46.72,36,,,10-Oct-18
EBS_SHELF,2005,-611,-13675,-376083,200501,89,195,59.6758,-176.5397,59.65043,-176.52541,61,,,,,,,,,0,Y,Good performance,133,136,21720,Pacific cod,Gadus macrocephalus,57.862,9,,,10-Oct-18
EBS_SHELF,2005,-611,-13683,-376382,200501,89,203,59.33529,-173.8331,59.33625,-173.78101,62,,,,,,,,,0,Y,Good performance,108,111,21720,Pacific cod,Gadus macrocephalus,44.203,15,,,10-Oct-18
EBS_SHELF,2005,-611,-13684,-376407,200501,89,204,59.00943,-173.71941,58.98372,-173.7308,61,,,,,,,,,0,Y,Good performance,117,120,21720,Pacific cod,Gadus macrocephalus,12.34,7,,,10-Oct-18
EBS_SHELF,2007,-626,-3774,-72223,200701,89,172,60.99895,-172.78931,61.0013,-172.8411,41,,,,,,,,,0,Y,Good performance,65,67,21720,Pacific cod,Gadus macrocephalus,39.26,16,,,10-Oct-18
EBS_SHELF,2007,-626,-3779,-72402,200701,89,177,62.00026,-174.4765,62.00148,-174.5305,82,,,,,,,,,0,Y,Good performance,72,74,21720,Pacific cod,Gadus macrocephalus,1.45,29,,,10-Oct-18
EBS_SHELF,2007,-626,-3788,-72774,200701,89,186,60.33475,-171.38519,60.33133,-171.3354,41,,,,,,,,,0,Y,Good performance,64,66,21720,Pacific cod,Gadus macrocephalus,0.27,3,,,10-Oct-18
EBS_SHELF,2007,-627,-2874,-67567,200701,88,16,57.64274,-158.3513,57.65928,-158.38699,10,,,,,,,,,0,Y,Good performance,32,34,21720,Pacific cod,Gadus macrocephalus,0.238,13,,,10-Oct-18
EBS_SHELF,2007,-627,-2884,-67878,200701,88,26,56.9946,-160.9668,57.01377,-160.9976,31,,,,,,,,,0,Y,Good performance,62,64,21720,Pacific cod,Gadus macrocephalus,37.16,29,,,10-Oct-18
EBS_SHELF,2007,-627,-2890,-68070,200701,88,32,58.01723,-162.1116,57.99083,-162.10921,10,,,,,,,,,0,Y,Good performance,38,40,21720,Pacific cod,Gadus macrocephalus,5.56,9,,,10-Oct-18
EBS_SHELF,2009,-634,-5742,-140401,200901,89,185,58.66963,-176.8799,58.66489,-176.8286,61,,,,,,,,,0,Y,Good performance,133,135,21720,Pacific cod,Gadus macrocephalus,17.1,8,,,10-Oct-18
EBS_SHELF,2009,-634,-5743,-140423,200901,89,186,58.66833,-176.2148,58.67041,-176.1609,61,,,,,,,,,0,Y,Good performance,137,139,21720,Pacific cod,Gadus macrocephalus,14.68,7,,,10-Oct-18
EBS_SHELF,2009,-635,-4812,-145240,200901,88,7,57.67421,-159.63451,57.64865,-159.64391,10,,,,,,,,,0,Y,Good performance,48,50,21720,Pacific cod,Gadus macrocephalus,11.226,317,,,10-Oct-18
EBS_SHELF,2009,-635,-4816,-145355,200901,88,11,56.66423,-160.3541,56.66469,-160.4005,31,,,,,,,,,0,Y,Good performance,58,60,21720,Pacific cod,Gadus macrocephalus,93.378,30,,,10-Oct-18
EBS_SHELF,2009,-635,-4818,-145419,200901,88,13,56.97218,-160.95531,56.99786,-160.9613,31,,,,,,,,,0,Y,Good performance,63,65,21720,Pacific cod,Gadus macrocephalus,3.101,9,,,10-Oct-18
EBS_SHELF,2009,-635,-4819,-145450,200901,88,14,57.31512,-160.9016,57.32526,-160.94389,31,,,,,,,,,0,Y,Good performance,62,64,21720,Pacific cod,Gadus macrocephalus,11.696,7,,,10-Oct-18
EBS_SHELF,2009,-635,-4849,-146243,200901,88,44,59.00304,-163.34711,59.00637,-163.4028,10,,,,,,,,,0,Y,Good performance,20,22,21720,Pacific cod,Gadus macrocephalus,0.2,10,,,10-Oct-18
EBS_SHELF,2011,-664,-7630,-210648,201101,162,66,59.67518,-167.28048,59.64992,-167.27853,20,,,,,,,,,0,Y,Good performance,28,31,21720,Pacific cod,Gadus macrocephalus,15.8,5,,,10-Oct-18
EBS_SHELF,2011,-664,-7633,-210746,201101,162,69,58.68753,-167.22623,58.66248,-167.2153,20,,,,,,,,,0,Y,Good performance,42,44,21720,Pacific cod,Gadus macrocephalus,195.1,190,,,10-Oct-18
