"Category","Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
"Opilio spawner",2000,1,1,295990551.870433,0.213518024009199,57942522.7393447
"Opilio spawner",2001,1,1,281688466.848098,0.22568896195144,58331145.0738948
"Opilio spawner",2002,1,1,118176006.149694,0.21795069729728,23797286.0519808
"Opilio spawner",2003,1,1,133580561.939436,0.241769240016569,30322462.1467524
"Opilio spawner",2004,1,1,244470891.623256,0.246044928593148,55734633.4714879
"Opilio spawner",2005,1,1,233826263.554826,0.235437782682275,50741560.6510037
"Opilio spawner",2006,1,1,217725178.23725,0.192864484167916,38959961.2131441
"Opilio spawner",2007,1,1,343774615.490209,0.187388690040428,60124116.7958653
"Opilio spawner",2008,1,1,358297389.900228,0.178970060024003,59300842.1868958
"Opilio spawner",2009,1,1,326995996.948309,0.185149921860659,55701853.0966008
"Opilio spawner",2010,1,1,679889768.028883,0.224126613185213,139011134.140747
"Opilio spawner",2011,1,1,1350066582.87709,0.213605674111858,261724442.308307
"Opilio spawner",2012,1,1,929610738.761819,0.186939629969794,158765660.82153
"Opilio spawner",2013,1,1,707748968.560514,0.184045408616984,119603150.513429
"Opilio spawner",2014,1,1,328138079.015671,0.178989355177505,54691203.791423
"Opilio spawner",2015,1,1,298158553.507519,0.190376591185378,52910429.0055579
"Opilio spawner",2016,1,1,258105991.473368,0.228825623578185,55002410.215434
"Opilio spawner",2017,1,1,537296625.932527,0.222351278660422,109645758.967964
